ID,StudentName,First5Attendance,First10Attendance,First15Attendance,Change5to10,Change10to15,Present15,Absent15,ConsecutiveAbsences,AttendanceTrend,FinalAttendance,Target
96456,Fahad Malik,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
96457,Maham Qureshi,20.0,20.0,13.333333333333334,0.0,-6.666666666666666,2,13,7,Declining,18.181818181818183,0
96458,Ali Qureshi,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,0,Stable,68.18181818181817,1
96459,Bilal Farooq,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,1,Declining,45.45454545454545,0
96460,Hamza Rehman,20.0,40.0,53.333333333333336,20.0,13.333333333333336,8,7,0,Improving,54.54545454545454,0
96461,Iqra Farooq,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,0,Stable,54.54545454545454,0
96462,Maryam Javed,80.0,70.0,60.0,-10.0,-10.0,9,6,0,Declining,54.54545454545454,0
96463,Saad Khan,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,2,Stable,36.36363636363637,0
96464,Ayesha Sheikh,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,72.72727272727273,1
96465,Maham Rehman,60.0,40.0,40.0,-20.0,0.0,6,9,0,Stable,40.909090909090914,0
96466,Muneeb Butt,60.0,70.0,73.33333333333333,10.0,3.3333333333333286,11,4,1,Stable,63.63636363636363,0
96467,Ahmed Akram,40.0,40.0,40.0,0.0,0.0,6,9,0,Stable,31.818181818181817,0
96468,Saad Raza,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,1,Declining,63.63636363636363,0
96469,Fatima Butt,20.0,40.0,26.666666666666668,20.0,-13.333333333333332,4,11,6,Declining,22.727272727272727,0
96470,Usman Aslam,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
96471,Bilal Rehman,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,90.9090909090909,1
96472,Ayesha Chaudhry,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,68.18181818181817,1
96473,Maryam Qureshi,40.0,40.0,33.33333333333333,0.0,-6.666666666666671,5,10,1,Declining,36.36363636363637,0
96474,Bilal Hussain,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
96475,Hamza Hussain,80.0,60.0,53.333333333333336,-20.0,-6.666666666666664,8,7,1,Declining,59.09090909090909,0
96476,Ahsan Alam,40.0,40.0,46.666666666666664,0.0,6.666666666666664,7,8,0,Improving,54.54545454545454,0
96477,Ahsan Alam,40.0,50.0,40.0,10.0,-10.0,6,9,2,Declining,40.909090909090914,0
96478,Hamza Sheikh,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,77.27272727272727,1
96479,Haris Farooq,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,0,Declining,77.27272727272727,1
96480,Hamza Ali,40.0,40.0,40.0,0.0,0.0,6,9,1,Stable,40.909090909090914,0
96481,Iqra Siddiqui,60.0,70.0,73.33333333333333,10.0,3.3333333333333286,11,4,0,Stable,81.81818181818183,1
96482,Haris Nawaz,80.0,80.0,80.0,0.0,0.0,12,3,1,Stable,63.63636363636363,0
96483,Abdullah Akram,100.0,70.0,73.33333333333333,-30.0,3.3333333333333286,11,4,0,Stable,68.18181818181817,1
96484,Hassan Alam,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,0,Stable,77.27272727272727,1
96485,Zain Ali,20.0,20.0,26.666666666666668,0.0,6.666666666666668,4,11,2,Improving,36.36363636363637,0
96486,Hamza Hussain,0.0,0.0,0.0,0.0,0.0,0,15,15,Stable,13.636363636363635,0
96487,Ali Akram,100.0,90.0,73.33333333333333,-10.0,-16.66666666666667,11,4,2,Declining,77.27272727272727,1
96488,Zain Butt,40.0,40.0,33.33333333333333,0.0,-6.666666666666671,5,10,4,Declining,31.818181818181817,0
96489,Talha Siddiqui,80.0,60.0,66.66666666666666,-20.0,6.666666666666657,10,5,0,Improving,72.72727272727273,1
96490,Iqra Farooq,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,2,Declining,54.54545454545454,0
96491,Amna Farooq,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
96492,Ayesha Malik,60.0,40.0,26.666666666666668,-20.0,-13.333333333333332,4,11,6,Declining,27.27272727272727,0
96493,Fatima Shah,40.0,40.0,40.0,0.0,0.0,6,9,0,Stable,36.36363636363637,0
96494,Shahzaib Rehman,20.0,30.0,26.666666666666668,10.0,-3.333333333333332,4,11,0,Stable,27.27272727272727,0
96495,Ayesha Hussain,100.0,80.0,80.0,-20.0,0.0,12,3,0,Stable,72.72727272727273,1
96496,Zain Nawaz,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,1,Declining,68.18181818181817,1
96497,Usman Butt,60.0,60.0,46.666666666666664,0.0,-13.333333333333336,7,8,4,Declining,63.63636363636363,0
96498,Ahsan Sheikh,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
96499,Sana Alam,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
96500,Zainab Malik,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,77.27272727272727,1
96501,Laiba Ali,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
96502,Laiba Iqbal,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,90.9090909090909,1
96503,Ali Sheikh,80.0,70.0,46.666666666666664,-10.0,-23.333333333333336,7,8,5,Declining,45.45454545454545,0
96504,Hamza Khan,60.0,80.0,66.66666666666666,20.0,-13.333333333333343,10,5,2,Declining,68.18181818181817,1
96505,Shahzaib Hussain,60.0,40.0,53.333333333333336,-20.0,13.333333333333336,8,7,1,Improving,50.0,0
96506,Fahad Javed,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,86.36363636363636,1
96507,Maryam Javed,60.0,40.0,40.0,-20.0,0.0,6,9,0,Stable,40.909090909090914,0
96508,Ahmed Khan,20.0,40.0,46.666666666666664,20.0,6.666666666666664,7,8,0,Improving,54.54545454545454,0
96509,Taha Alam,0.0,40.0,33.33333333333333,40.0,-6.666666666666671,5,10,2,Declining,31.818181818181817,0
96510,Haris Shah,40.0,30.0,33.33333333333333,-10.0,3.3333333333333286,5,10,0,Stable,36.36363636363637,0
96511,Amna Siddiqui,80.0,90.0,80.0,10.0,-10.0,12,3,0,Declining,81.81818181818183,1
96512,Danish Ahmed,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,86.36363636363636,1
96513,Ahmed Sheikh,20.0,20.0,26.666666666666668,0.0,6.666666666666668,4,11,3,Improving,31.818181818181817,0
96514,Haris Chaudhry,40.0,40.0,60.0,0.0,20.0,9,6,0,Improving,54.54545454545454,0
96515,Hira Ahmed,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,0,Stable,59.09090909090909,0
96516,Ayesha Qureshi,40.0,20.0,13.333333333333334,-20.0,-6.666666666666666,2,13,10,Declining,9.090909090909092,0
96517,Talha Hussain,40.0,50.0,40.0,10.0,-10.0,6,9,0,Declining,50.0,0
96518,Haris Raza,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,0,Stable,72.72727272727273,1
96519,Muneeb Chaudhry,80.0,80.0,80.0,0.0,0.0,12,3,1,Stable,81.81818181818183,1
96520,Ahmed Siddiqui,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,81.81818181818183,1
96521,Amna Nawaz,20.0,30.0,46.666666666666664,10.0,16.666666666666664,7,8,0,Improving,54.54545454545454,0
96522,Usman Ahmed,100.0,80.0,80.0,-20.0,0.0,12,3,1,Stable,86.36363636363636,1
96523,Ayesha Nawaz,80.0,90.0,66.66666666666666,10.0,-23.333333333333343,10,5,0,Declining,68.18181818181817,1
96524,Huzaifa Raza,0.0,0.0,6.666666666666667,0.0,6.666666666666667,1,14,0,Improving,4.545454545454546,0
96525,Fahad Chaudhry,40.0,40.0,53.333333333333336,0.0,13.333333333333336,8,7,1,Improving,59.09090909090909,0
96526,Maham Farooq,80.0,60.0,46.666666666666664,-20.0,-13.333333333333336,7,8,2,Declining,50.0,0
96527,Ayesha Rehman,80.0,90.0,73.33333333333333,10.0,-16.66666666666667,11,4,0,Declining,63.63636363636363,0
96528,Usman Ali,40.0,30.0,33.33333333333333,-10.0,3.3333333333333286,5,10,1,Stable,31.818181818181817,0
96529,Taha Iqbal,40.0,40.0,60.0,0.0,20.0,9,6,0,Improving,72.72727272727273,1
96530,Sana Farooq,0.0,0.0,26.666666666666668,0.0,26.666666666666668,4,11,1,Improving,40.909090909090914,0
96531,Talha Raza,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
96532,Umar Malik,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
96533,Shahzaib Ahmed,60.0,80.0,80.0,20.0,0.0,12,3,0,Stable,86.36363636363636,1
96534,Umar Alam,20.0,40.0,40.0,20.0,0.0,6,9,0,Stable,36.36363636363637,0
96535,Amna Ali,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
96536,Ibrahim Ahmed,80.0,50.0,46.666666666666664,-30.0,-3.3333333333333357,7,8,2,Stable,54.54545454545454,0
96537,Hassan Qureshi,60.0,80.0,80.0,20.0,0.0,12,3,1,Stable,72.72727272727273,1
96538,Haris Farooq,60.0,40.0,53.333333333333336,-20.0,13.333333333333336,8,7,1,Improving,50.0,0
96539,Ibrahim Raza,100.0,80.0,66.66666666666666,-20.0,-13.333333333333343,10,5,0,Declining,63.63636363636363,0
96540,Fahad Raza,40.0,50.0,33.33333333333333,10.0,-16.66666666666667,5,10,5,Declining,45.45454545454545,0
96541,Abdullah Rehman,60.0,80.0,66.66666666666666,20.0,-13.333333333333343,10,5,1,Declining,63.63636363636363,0
96542,Muneeb Malik,40.0,60.0,60.0,20.0,0.0,9,6,2,Stable,54.54545454545454,0
96543,Taha Ahmed,20.0,20.0,33.33333333333333,0.0,13.333333333333329,5,10,0,Improving,31.818181818181817,0
96544,Sana Ali,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,1,Declining,72.72727272727273,1
96545,Abdullah Chaudhry,20.0,30.0,20.0,10.0,-10.0,3,12,8,Declining,22.727272727272727,0
96546,Maham Siddiqui,80.0,70.0,53.333333333333336,-10.0,-16.666666666666664,8,7,3,Declining,63.63636363636363,0
96547,Laiba Qureshi,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,0,Stable,63.63636363636363,0
96548,Laiba Butt,20.0,30.0,26.666666666666668,10.0,-3.333333333333332,4,11,4,Stable,36.36363636363637,0
96549,Talha Ali,40.0,20.0,13.333333333333334,-20.0,-6.666666666666666,2,13,12,Declining,9.090909090909092,0
96550,Fatima Javed,20.0,20.0,13.333333333333334,0.0,-6.666666666666666,2,13,9,Declining,22.727272727272727,0
96551,Ibrahim Akram,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,95.45454545454545,1
96552,Usman Khan,20.0,30.0,33.33333333333333,10.0,3.3333333333333286,5,10,3,Stable,50.0,0
96553,Laiba Alam,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
96554,Saad Javed,80.0,90.0,80.0,10.0,-10.0,12,3,2,Declining,81.81818181818183,1
96555,Hira Iqbal,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
96556,Talha Sheikh,40.0,70.0,60.0,30.0,-10.0,9,6,1,Declining,50.0,0
96557,Haris Malik,40.0,60.0,73.33333333333333,20.0,13.333333333333329,11,4,0,Improving,77.27272727272727,1
96558,Hira Aslam,80.0,40.0,40.0,-40.0,0.0,6,9,0,Stable,54.54545454545454,0
96559,Hassan Malik,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,95.45454545454545,1
96560,Fatima Raza,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,90.9090909090909,1
96561,Huzaifa Sheikh,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,90.9090909090909,1
96562,Ahmed Ali,40.0,50.0,40.0,10.0,-10.0,6,9,2,Declining,50.0,0
96563,Talha Chaudhry,80.0,60.0,73.33333333333333,-20.0,13.333333333333329,11,4,0,Improving,77.27272727272727,1
96564,Fatima Shah,60.0,40.0,53.333333333333336,-20.0,13.333333333333336,8,7,1,Improving,59.09090909090909,0
96565,Danish Sheikh,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,0,Declining,81.81818181818183,1
96566,Ali Sheikh,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
96567,Taha Akram,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,68.18181818181817,1
96568,Zainab Akram,20.0,40.0,40.0,20.0,0.0,6,9,2,Stable,40.909090909090914,0
96569,Hamza Qureshi,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,0,Declining,77.27272727272727,1
96570,Huzaifa Chaudhry,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,90.9090909090909,1
96571,Hassan Nawaz,60.0,70.0,73.33333333333333,10.0,3.3333333333333286,11,4,0,Stable,77.27272727272727,1
96572,Hassan Butt,100.0,50.0,53.333333333333336,-50.0,3.3333333333333357,8,7,1,Stable,50.0,0
96573,Zain Ahmed,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,0,Stable,68.18181818181817,1
96574,Danish Siddiqui,80.0,60.0,60.0,-20.0,0.0,9,6,0,Stable,72.72727272727273,1
96575,Zainab Khan,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
96576,Ibrahim Butt,0.0,20.0,13.333333333333334,20.0,-6.666666666666666,2,13,6,Declining,18.181818181818183,0
96577,Amna Raza,0.0,20.0,26.666666666666668,20.0,6.666666666666668,4,11,2,Improving,18.181818181818183,0
96578,Maham Hussain,20.0,10.0,13.333333333333334,-10.0,3.333333333333334,2,13,1,Stable,13.636363636363635,0
96579,Ayesha Sheikh,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
96580,Ahmed Butt,20.0,10.0,26.666666666666668,-10.0,16.666666666666668,4,11,0,Improving,22.727272727272727,0
96581,Abdullah Aslam,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,68.18181818181817,1
96582,Zainab Ali,80.0,80.0,60.0,0.0,-20.0,9,6,4,Declining,50.0,0
96583,Usman Sheikh,20.0,10.0,13.333333333333334,-10.0,3.333333333333334,2,13,4,Stable,18.181818181818183,0
96584,Amna Chaudhry,20.0,30.0,26.666666666666668,10.0,-3.333333333333332,4,11,4,Stable,22.727272727272727,0
96585,Bilal Ahmed,20.0,50.0,33.33333333333333,30.0,-16.66666666666667,5,10,6,Declining,36.36363636363637,0
96586,Hira Akram,0.0,10.0,6.666666666666667,10.0,-3.333333333333333,1,14,8,Stable,9.090909090909092,0
96587,Hamza Ahmed,40.0,30.0,53.333333333333336,-10.0,23.333333333333336,8,7,0,Improving,54.54545454545454,0
96588,Maham Sheikh,60.0,60.0,73.33333333333333,0.0,13.333333333333329,11,4,0,Improving,68.18181818181817,1
96589,Taha Iqbal,80.0,50.0,60.0,-30.0,10.0,9,6,1,Improving,54.54545454545454,0
96590,Maryam Khan,40.0,20.0,20.0,-20.0,0.0,3,12,3,Stable,18.181818181818183,0
96591,Muneeb Shah,40.0,50.0,66.66666666666666,10.0,16.666666666666657,10,5,0,Improving,59.09090909090909,0
96592,Hassan Malik,60.0,80.0,80.0,20.0,0.0,12,3,0,Stable,77.27272727272727,1
96593,Fatima Siddiqui,40.0,30.0,46.666666666666664,-10.0,16.666666666666664,7,8,0,Improving,50.0,0
96594,Hamza Akram,80.0,60.0,60.0,-20.0,0.0,9,6,0,Stable,40.909090909090914,0
96595,Ahmed Chaudhry,20.0,20.0,20.0,0.0,0.0,3,12,2,Stable,40.909090909090914,0
96596,Laiba Khan,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,77.27272727272727,1
96597,Bilal Sheikh,80.0,80.0,66.66666666666666,0.0,-13.333333333333343,10,5,1,Declining,72.72727272727273,1
96598,Ali Ali,0.0,20.0,40.0,20.0,20.0,6,9,0,Improving,40.909090909090914,0
96599,Hassan Qureshi,60.0,40.0,46.666666666666664,-20.0,6.666666666666664,7,8,0,Improving,54.54545454545454,0
96600,Ahmed Farooq,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,90.9090909090909,1
96601,Amna Ahmed,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,3,Stable,59.09090909090909,0
96602,Muneeb Malik,60.0,80.0,80.0,20.0,0.0,12,3,0,Stable,81.81818181818183,1
96603,Hira Nawaz,20.0,50.0,66.66666666666666,30.0,16.666666666666657,10,5,0,Improving,72.72727272727273,1
96604,Iqra Alam,0.0,10.0,13.333333333333334,10.0,3.333333333333334,2,13,1,Stable,13.636363636363635,0
96605,Usman Ali,80.0,70.0,80.0,-10.0,10.0,12,3,0,Improving,81.81818181818183,1
96606,Iqra Raza,80.0,90.0,66.66666666666666,10.0,-23.333333333333343,10,5,0,Declining,68.18181818181817,1
96607,Saad Aslam,80.0,60.0,66.66666666666666,-20.0,6.666666666666657,10,5,0,Improving,59.09090909090909,0
96608,Ahsan Khan,20.0,30.0,20.0,10.0,-10.0,3,12,7,Declining,31.818181818181817,0
96609,Umar Ahmed,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
96610,Ali Qureshi,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,0,Declining,50.0,0
96611,Usman Hussain,20.0,40.0,60.0,20.0,20.0,9,6,0,Improving,59.09090909090909,0
96612,Hira Rehman,100.0,90.0,66.66666666666666,-10.0,-23.333333333333343,10,5,2,Declining,68.18181818181817,1
96613,Shahzaib Sheikh,60.0,70.0,60.0,10.0,-10.0,9,6,0,Declining,63.63636363636363,0
96614,Shahzaib Qureshi,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,1,Declining,68.18181818181817,1
96615,Talha Khan,60.0,30.0,26.666666666666668,-30.0,-3.333333333333332,4,11,0,Stable,31.818181818181817,0
96616,Fatima Hussain,100.0,90.0,73.33333333333333,-10.0,-16.66666666666667,11,4,3,Declining,77.27272727272727,1
96617,Ali Alam,80.0,80.0,60.0,0.0,-20.0,9,6,3,Declining,63.63636363636363,0
96618,Abdullah Aslam,60.0,50.0,60.0,-10.0,10.0,9,6,0,Improving,63.63636363636363,0
96619,Maham Malik,40.0,20.0,20.0,-20.0,0.0,3,12,3,Stable,13.636363636363635,0
96620,Fahad Rehman,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
96621,Ayesha Farooq,80.0,90.0,80.0,10.0,-10.0,12,3,1,Declining,77.27272727272727,1
96622,Iqra Iqbal,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,86.36363636363636,1
96623,Hamza Javed,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
96624,Laiba Khan,100.0,80.0,66.66666666666666,-20.0,-13.333333333333343,10,5,2,Declining,77.27272727272727,1
96625,Danish Farooq,100.0,100.0,73.33333333333333,0.0,-26.66666666666667,11,4,1,Declining,68.18181818181817,1
96626,Maham Akram,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,0,Declining,72.72727272727273,1
96627,Laiba Iqbal,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
96628,Muneeb Chaudhry,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,0,Stable,68.18181818181817,1
96629,Muneeb Farooq,60.0,70.0,80.0,10.0,10.0,12,3,0,Improving,81.81818181818183,1
96630,Laiba Raza,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,72.72727272727273,1
96631,Ibrahim Ahmed,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,1,Stable,59.09090909090909,0
96632,Ahsan Akram,40.0,60.0,73.33333333333333,20.0,13.333333333333329,11,4,0,Improving,68.18181818181817,1
96633,Zainab Butt,40.0,30.0,40.0,-10.0,10.0,6,9,1,Improving,36.36363636363637,0
96634,Maham Rehman,60.0,30.0,33.33333333333333,-30.0,3.3333333333333286,5,10,2,Stable,40.909090909090914,0
96635,Saad Aslam,0.0,10.0,13.333333333333334,10.0,3.333333333333334,2,13,3,Stable,27.27272727272727,0
96636,Amna Butt,0.0,10.0,13.333333333333334,10.0,3.333333333333334,2,13,2,Stable,18.181818181818183,0
96637,Ali Qureshi,20.0,50.0,40.0,30.0,-10.0,6,9,4,Declining,31.818181818181817,0
96638,Ahmed Rehman,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,77.27272727272727,1
96639,Usman Ali,20.0,20.0,20.0,0.0,0.0,3,12,4,Stable,18.181818181818183,0
96640,Ibrahim Qureshi,60.0,50.0,60.0,-10.0,10.0,9,6,0,Improving,72.72727272727273,1
96641,Ayesha Nawaz,20.0,60.0,53.333333333333336,40.0,-6.666666666666664,8,7,0,Declining,45.45454545454545,0
96642,Usman Raza,40.0,40.0,46.666666666666664,0.0,6.666666666666664,7,8,0,Improving,59.09090909090909,0
96643,Laiba Aslam,60.0,70.0,60.0,10.0,-10.0,9,6,3,Declining,63.63636363636363,0
96644,Iqra Nawaz,100.0,70.0,53.333333333333336,-30.0,-16.666666666666664,8,7,3,Declining,68.18181818181817,1
96645,Abdullah Siddiqui,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,2,Stable,50.0,0
96646,Laiba Shah,60.0,70.0,80.0,10.0,10.0,12,3,0,Improving,81.81818181818183,1
96647,Usman Ahmed,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
96648,Hamza Malik,100.0,90.0,60.0,-10.0,-30.0,9,6,6,Declining,63.63636363636363,0
96649,Shahzaib Malik,40.0,40.0,46.666666666666664,0.0,6.666666666666664,7,8,1,Improving,54.54545454545454,0
96650,Maryam Aslam,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,0,Stable,63.63636363636363,0
96651,Shahzaib Malik,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,1,Stable,50.0,0
96652,Maryam Iqbal,100.0,80.0,66.66666666666666,-20.0,-13.333333333333343,10,5,0,Declining,68.18181818181817,1
96653,Hira Khan,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,72.72727272727273,1
96654,Danish Ahmed,40.0,60.0,46.666666666666664,20.0,-13.333333333333336,7,8,2,Declining,31.818181818181817,0
96655,Umar Ahmed,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
96656,Haris Javed,80.0,50.0,53.333333333333336,-30.0,3.3333333333333357,8,7,0,Stable,59.09090909090909,0
96657,Abdullah Qureshi,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,0,Stable,63.63636363636363,0
96658,Usman Qureshi,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
96659,Taha Akram,100.0,100.0,80.0,0.0,-20.0,12,3,2,Declining,86.36363636363636,1
96660,Zain Aslam,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,1,Declining,86.36363636363636,1
96661,Hamza Sheikh,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,81.81818181818183,1
96662,Usman Alam,60.0,50.0,66.66666666666666,-10.0,16.666666666666657,10,5,0,Improving,68.18181818181817,1
96663,Bilal Malik,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,90.9090909090909,1
96664,Laiba Iqbal,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
96665,Shahzaib Rehman,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,0,Stable,59.09090909090909,0
96666,Hamza Siddiqui,60.0,70.0,80.0,10.0,10.0,12,3,0,Improving,81.81818181818183,1
96667,Fatima Butt,100.0,100.0,80.0,0.0,-20.0,12,3,0,Declining,77.27272727272727,1
96668,Ibrahim Hussain,20.0,40.0,60.0,20.0,20.0,9,6,0,Improving,68.18181818181817,1
96669,Talha Butt,40.0,50.0,60.0,10.0,10.0,9,6,0,Improving,63.63636363636363,0
96670,Ibrahim Ali,60.0,80.0,73.33333333333333,20.0,-6.666666666666671,11,4,2,Declining,77.27272727272727,1
96671,Shahzaib Ahmed,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,0,Stable,59.09090909090909,0
96672,Ahmed Nawaz,60.0,40.0,53.333333333333336,-20.0,13.333333333333336,8,7,0,Improving,68.18181818181817,1
96673,Huzaifa Farooq,80.0,50.0,46.666666666666664,-30.0,-3.3333333333333357,7,8,2,Stable,50.0,0
96674,Talha Raza,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,86.36363636363636,1
96675,Talha Iqbal,0.0,30.0,33.33333333333333,30.0,3.3333333333333286,5,10,0,Stable,27.27272727272727,0
96676,Haris Nawaz,40.0,40.0,40.0,0.0,0.0,6,9,1,Stable,36.36363636363637,0
96677,Zainab Hussain,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
96678,Iqra Iqbal,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,86.36363636363636,1
96679,Zainab Javed,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,72.72727272727273,1
96680,Amna Chaudhry,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,86.36363636363636,1
96681,Laiba Malik,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,0,Stable,59.09090909090909,0
96682,Talha Iqbal,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
96683,Ibrahim Siddiqui,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
96684,Zain Nawaz,0.0,50.0,40.0,50.0,-10.0,6,9,3,Declining,50.0,0
96685,Danish Akram,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,0,Stable,54.54545454545454,0
96686,Taha Hussain,80.0,60.0,46.666666666666664,-20.0,-13.333333333333336,7,8,1,Declining,40.909090909090914,0
96687,Hassan Alam,40.0,30.0,33.33333333333333,-10.0,3.3333333333333286,5,10,2,Stable,31.818181818181817,0
96688,Hamza Nawaz,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,2,Stable,50.0,0
96689,Fahad Siddiqui,80.0,90.0,73.33333333333333,10.0,-16.66666666666667,11,4,0,Declining,81.81818181818183,1
96690,Taha Shah,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,0,Stable,72.72727272727273,1
96691,Hamza Aslam,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,1,Declining,86.36363636363636,1
96692,Umar Farooq,60.0,50.0,60.0,-10.0,10.0,9,6,0,Improving,54.54545454545454,0
96693,Shahzaib Khan,60.0,70.0,60.0,10.0,-10.0,9,6,0,Declining,63.63636363636363,0
96694,Fahad Ahmed,100.0,90.0,80.0,-10.0,-10.0,12,3,0,Declining,86.36363636363636,1
96695,Usman Khan,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
